TimeStamp,Spot,CE_IV,PE_IV
2025-03-17 09:16:01,48328.4,14.36484843409681,14.86073411461305
2025-03-17 09:21:01,48424.52,14.28224720312848,14.649383746140982
2025-03-17 09:26:01,48446.62,14.287388222189074,14.360909405187597
2025-03-17 09:31:01,48505.08,13.78661682030515,14.325658282834693
2025-03-17 09:36:01,48469.23,14.052378473200452,14.174477278135155
2025-03-17 09:41:01,48475.6,13.926114109501487,14.353139454188838
2025-03-17 09:46:01,48497.21,13.86471572686268,14.379794319511923
2025-03-17 09:51:01,48484.45,13.870049278480924,14.353757005293028
2025-03-17 09:56:01,48461.25,13.852243374882386,14.259407626774998
2025-03-17 10:01:01,48461.01,13.854564384554472,14.278467769402301
2025-03-17 10:06:01,48479.3,13.850436983096163,14.176336439937543
2025-03-17 10:11:01,48484.53,13.964046422965664,14.189340864043254
2025-03-17 10:16:01,48489.51,13.83254985387737,14.22312312651286
2025-03-17 10:21:01,48509.47,13.813983579361288,14.224487688704876
2025-03-17 10:26:01,48483.67,13.779596910018949,14.218897195381597
2025-03-17 10:31:01,48469.42,13.848082017482252,14.22062204249067
2025-03-17 10:36:01,48431.24,13.965405963782477,14.096309480902699
2025-03-17 10:41:01,48439.42,14.139129652331068,14.197515756087196
2025-03-17 10:46:01,48451.01,13.710809503131511,14.01449746539442
2025-03-17 10:51:01,48439.08,13.963802513771043,14.275143162109632
2025-03-17 10:56:01,48471.8,13.88971670662515,14.085383443426172
2025-03-17 11:01:01,48489.75,13.676803275226593,14.222210525871255
2025-03-17 11:06:01,48468.52,13.820136748623108,14.03750970145744
2025-03-17 11:11:01,48509.22,13.77242295298895,14.266764311053489
2025-03-17 11:16:01,48517.98,13.796167020247537,14.298645205693614
2025-03-17 11:21:01,48497.26,13.929597795629196,14.044912493973621
2025-03-17 11:26:01,48505.23,13.806429279071619,14.280728962190517
2025-03-17 11:31:01,48513.36,13.78042629251974,14.306439283081298
2025-03-17 11:36:01,48520.14,13.839352362399943,14.233126672579418
2025-03-17 11:41:01,48568.72,13.709210392146575,14.148956613854228
2025-03-17 11:46:01,48541.24,13.887349672425934,14.084554547554562
2025-03-17 11:51:01,48519.78,13.744010135755659,14.039067944879363
2025-03-17 11:56:01,48476.77,13.505000315498423,14.012229657930472
2025-03-17 12:01:01,48509.72,13.596321738676123,13.881226412273593
2025-03-17 12:06:01,48521.87,13.68471164742224,13.830200627714708
2025-03-17 12:11:01,48535.76,13.49808194342185,14.055699024934487
2025-03-17 12:16:01,48524.42,13.783006187467302,13.887181981767041
2025-03-17 12:21:01,48505.0,13.59153812732647,13.926840233791577
2025-03-17 12:26:01,48469.01,13.543060301277537,13.958023416257289
2025-03-17 12:31:01,48488.29,13.69649354666988,13.955863829783667
2025-03-17 12:36:01,48454.92,13.781410997536565,14.154405875113119
2025-03-17 12:41:01,48452.91,13.819669894871772,14.09006134462954
2025-03-17 12:46:01,48475.1,13.691155519421732,14.097027335253367
2025-03-17 12:51:01,48437.02,13.876039795544429,14.006616594368404
2025-03-17 12:56:01,48459.72,13.711298989730208,13.972258778084875
2025-03-17 13:01:01,48468.51,13.545937971937184,14.093779635000795
2025-03-17 13:06:01,48433.4,13.624238127499153,14.14067119432466
2025-03-17 13:11:01,48443.85,13.817574042472874,14.003384459245352
2025-03-17 13:16:01,48480.55,13.530494673241616,14.024322380605275
2025-03-17 13:21:01,48466.57,13.531762657199648,14.050497490725286
2025-03-17 13:26:01,48467.57,13.533190076006166,13.969453635908135
2025-03-17 13:31:01,48474.17,13.466713612489208,13.991145876759036
2025-03-17 13:36:01,48434.32,13.579266364256101,14.046625008212837
2025-03-17 13:41:01,48432.98,13.614564240221647,14.07242492180616
2025-03-17 13:46:01,48453.35,13.568021363401547,13.82524613338591
2025-03-17 13:51:01,48383.26,13.702945488047769,13.948222534877294
2025-03-17 13:56:01,48435.71,13.492351450930117,14.008970246778063
2025-03-17 14:01:01,48465.43,13.42221010069031,13.898939407059316
2025-03-17 14:06:01,48471.58,13.569690795473486,13.695824196559395
2025-03-17 14:11:01,48520.6,13.400401372966275,13.817120983295359
2025-03-17 14:16:01,48515.47,13.439071951349582,13.850714304742803
2025-03-17 14:21:01,48504.32,13.344648778288287,13.844358626150981
2025-03-17 14:26:01,48481.0,13.430416096269251,13.68667270512978
2025-03-17 14:31:01,48483.86,13.342902685949706,13.819191965685013
2025-03-17 14:36:01,48498.41,13.551664728020649,13.62574166480432
2025-03-17 14:41:01,48452.8,13.331972237799281,13.729638702920216
2025-03-17 14:46:01,48458.77,13.380860367451367,13.724913796510643
2025-03-17 14:51:01,48472.26,13.325348871054384,13.689039842510578
2025-03-17 14:56:01,48498.16,13.242475772098272,13.741380262635166
2025-03-17 15:01:01,48474.78,13.292652892495768,13.680046140683325
2025-03-17 15:06:01,48465.99,13.21515096511333,13.728565293191366
2025-03-17 15:11:01,48479.2,13.242820913573214,13.726599646928614
2025-03-17 15:16:01,48481.93,13.470930284480595,13.63223212450873
2025-03-17 15:21:01,48489.97,13.30802867781097,13.742728240305462
2025-03-17 15:26:01,48483.62,13.300813129805153,13.686107543275897
2025-03-18 09:16:01,48720.1,13.570698459011918,13.60603269400471
2025-03-18 09:21:01,48787.56,13.322787355666552,13.73393918816998
2025-03-18 09:26:01,48905.21,13.715210358268633,13.858568177720995
2025-03-18 09:31:01,48910.99,13.515172943221678,14.058731845040695
2025-03-18 09:36:01,48951.25,13.537569581235728,14.019020566993587
2025-03-18 09:41:01,48971.26,13.402324492882162,13.76609417581851
2025-03-18 09:46:01,48949.24,13.406824296264395,13.911630806550171
2025-03-18 09:51:01,48940.0,13.267594968001491,13.898480490963477
2025-03-18 09:56:01,48918.96,13.371625847597082,13.777314188532245
2025-03-18 10:01:01,48998.72,13.464380014926652,13.709060527517389
2025-03-18 10:06:01,49011.82,13.457207981667905,13.975152214603526
2025-03-18 10:11:01,49038.77,13.503999669230918,14.105453910374502
2025-03-18 10:16:01,49032.88,13.427594129055201,14.086596439087545
2025-03-18 10:21:01,49054.67,13.495632662384317,14.051326717597368
2025-03-18 10:26:01,49036.2,13.596258618650566,13.968044381836823
2025-03-18 10:31:01,49050.62,13.536783957153755,13.918587979213228
2025-03-18 10:36:01,49049.72,13.548610208021977,14.118646080855571
2025-03-18 10:41:01,49044.32,13.605640183032367,14.134693948794183
2025-03-18 10:46:01,49074.93,13.534491419448852,14.139340162103
2025-03-18 10:51:01,49024.93,13.36000436321236,13.980674465551413
2025-03-18 10:56:01,49067.9,13.454627213440023,13.989192653276906
2025-03-18 11:01:01,49066.63,13.36817261364382,14.042301612629663
2025-03-18 11:06:01,49051.69,13.379276186341386,13.894066771791774
2025-03-18 11:11:01,49072.49,13.469114454529779,13.839170238269352
2025-03-18 11:16:01,49091.0,13.49236173706679,13.813018652322151
2025-03-18 11:21:01,49087.57,13.337952408790349,13.909772812881119
2025-03-18 11:26:01,49074.71,13.268884813228631,13.889830335873762
2025-03-18 11:31:01,49069.3,13.458988764467867,13.776694288274951
2025-03-18 11:36:01,49098.65,13.40776208605258,13.734451929007822
2025-03-18 11:41:01,49082.26,13.36188208926066,13.636096849471144
2025-03-18 11:46:01,49070.33,13.231495322862369,13.703428112312485
2025-03-18 11:51:01,49086.76,13.414414982629278,13.556384368999183
2025-03-18 11:56:01,49114.85,13.276843486646502,13.732698627414134
2025-03-18 12:01:01,49109.3,13.330886289500937,13.644607299338466
2025-03-18 12:06:01,49133.52,13.291472196708067,13.758436801973403
2025-03-18 12:11:01,49146.17,13.244644077319863,13.787092887526672
2025-03-18 12:16:01,49145.74,13.315243239606323,13.816283899016984
2025-03-18 12:21:01,49129.6,13.3106086284974,13.694016436466164
2025-03-18 12:26:01,49134.59,13.263591247192148,13.804366761689558
2025-03-18 12:31:01,49076.26,13.207476958740335,13.552552999317847
2025-03-18 12:36:01,49063.1,13.070690038938942,13.660685174643476
2025-03-18 12:41:01,49048.9,13.362664230891355,13.53933425876689
2025-03-18 12:46:01,49027.5,13.25538344053828,13.621410948335916
2025-03-18 12:51:01,49031.83,13.262269913100372,13.4320685110346
2025-03-18 12:56:01,49064.8,12.921220771486446,13.516035987282265
2025-03-18 13:01:01,49091.03,12.900712068357862,13.458706165531733
2025-03-18 13:06:01,49066.73,13.02091108734749,13.435590390286158
2025-03-18 13:11:01,49087.87,13.045286752705149,13.516026230916381
2025-03-18 13:16:01,49111.92,13.123889360319385,13.41120203842979
2025-03-18 13:21:01,49152.75,12.914930373347797,13.345240379789894
2025-03-18 13:26:01,49145.5,13.095910368252184,13.448596772618265
2025-03-18 13:31:01,49167.95,12.784605892734877,13.327666478608208
2025-03-18 13:36:01,49154.32,12.771871279880198,13.27370800625748
2025-03-18 13:41:01,49207.0,12.859298926599777,13.17621031533169
2025-03-18 13:46:01,49200.47,12.7682117786694,13.342365466112927
2025-03-18 13:51:01,49192.9,12.664914469150206,13.288267024170434
2025-03-18 13:56:01,49234.72,12.775017546764742,13.348323009407867
2025-03-18 14:01:01,49238.76,12.755578812146231,13.353390757332606
2025-03-18 14:06:01,49219.23,12.885604209520787,13.227444018861087
2025-03-18 14:11:01,49213.67,12.743249543400129,13.306473919167495
2025-03-18 14:16:01,49217.3,12.8740363074592,13.24342164882841
2025-03-18 14:21:01,49215.95,12.869967551366928,13.308804064414698
2025-03-18 14:26:01,49231.78,12.901069782624774,13.264478804272834
2025-03-18 14:31:01,49264.05,12.787071348960058,13.34719295273135
2025-03-18 14:36:01,49264.6,12.818818809377344,13.250760703722861
2025-03-18 14:41:01,49258.13,12.84751660802348,13.20075259586587
2025-03-18 14:46:01,49298.9,12.885106275049699,13.276312534630849
2025-03-18 14:51:01,49333.25,12.86481206276201,13.39638714140275
2025-03-18 14:56:01,49350.24,13.052638410524771,13.251305898957524
2025-03-18 15:01:01,49378.12,12.770198745098002,13.391737676008884
2025-03-18 15:06:01,49338.1,12.724539917944414,13.29407898997697
2025-03-18 15:11:01,49378.33,12.733821444983203,13.224764690438844
2025-03-18 15:16:01,49379.07,12.69890541529413,13.231275855632413
2025-03-18 15:21:01,49442.06,12.783162534198421,13.380877335726025
2025-03-18 15:26:01,49461.61,12.582384436015467,13.065271622413144
2025-03-19 09:16:01,49514.21,13.202272937914081,13.346566852658787
2025-03-19 09:21:01,49602.32,13.3839881844898,13.559233687059494
2025-03-19 09:26:01,49524.51,13.210618723563345,13.641887451841775
2025-03-19 09:31:01,49534.7,13.085715015562569,13.613783423596388
2025-03-19 09:36:01,49492.27,13.05691776775251,13.68468959350416
2025-03-19 09:41:01,49484.03,13.246865931676846,13.460622245133516
2025-03-19 09:46:01,49523.46,12.946647806573752,13.531728980449861
2025-03-19 09:51:01,49537.12,13.012304399830684,13.376144507311244
2025-03-19 09:56:01,49552.95,12.926818566372436,13.20627081909804
2025-03-19 10:01:01,49607.93,13.024727230524471,13.160350554672071
2025-03-19 10:06:01,49631.14,12.876127176485985,13.231113902722416
2025-03-19 10:11:01,49591.92,12.928228825331226,13.117897565756142
2025-03-19 10:16:01,49650.33,12.802770203701353,12.919419000174612
2025-03-19 10:21:01,49701.34,12.84244161708192,12.954007753767039
2025-03-19 10:26:01,49702.52,12.834891067544497,13.054812392886953
2025-03-19 10:31:01,49728.32,12.70165059324908,13.197623087691168
2025-03-19 10:36:01,49722.38,12.879865332588626,13.089120718619785
2025-03-19 10:41:01,49721.35,12.878168042932488,13.13315842995453
2025-03-19 10:46:01,49812.03,12.845622702510159,13.383095884830754
2025-03-19 10:51:01,49752.23,12.747810004207896,13.060924090271794
2025-03-19 10:56:01,49748.34,12.90410035239757,13.153032804402324
2025-03-19 11:01:01,49767.07,12.907909133139015,12.994761418880804
2025-03-19 11:06:01,49773.77,12.70025904443168,13.253221308678413
2025-03-19 11:11:01,49786.92,12.8157733745396,13.223654422556669
2025-03-19 11:16:01,49796.61,12.767791630747213,13.233540951264605
2025-03-19 11:21:01,49798.06,12.902706627382866,13.18150420031926
2025-03-19 11:26:01,49737.35,12.94421804483731,13.223880373634309
2025-03-19 11:31:01,49776.57,12.738775748463183,13.256526094206736
2025-03-19 11:36:01,49783.9,12.74133246583547,13.198858332489744
2025-03-19 11:41:01,49769.62,12.743670690256604,13.179652921842713
2025-03-19 11:46:01,49757.33,12.749608020347077,13.246585169313752
2025-03-19 11:51:01,49767.3,12.890788849413164,13.045432362024806
2025-03-19 11:56:01,49786.98,12.752512183832621,13.155893729801182
2025-03-19 12:01:01,49772.05,12.67541567532325,13.238140184647218
2025-03-19 12:06:01,49782.67,12.872073848163504,13.02423925167749
2025-03-19 12:11:01,49763.0,12.77169526178151,13.10657809252668
2025-03-19 12:16:01,49780.66,12.652276378107702,13.150801714624874
2025-03-19 12:21:01,49794.25,12.638814505233517,13.191397060395566
2025-03-19 12:26:01,49824.06,12.730039470501668,13.29776618910592
2025-03-19 12:31:01,49802.52,12.8161814261343,13.128770420758851
2025-03-19 12:36:01,49820.62,12.753852764414175,13.266830396733498
2025-03-19 12:41:01,49804.99,12.792852911224955,13.113978588598712
2025-03-19 12:46:01,49810.56,12.69524963926042,13.256877121626562
2025-03-19 12:51:01,49852.5,12.650013767502955,13.077057347127418
2025-03-19 12:56:01,49836.94,12.74744605151096,13.121313018235343
